scenario,role,path,context,label,element,href,disabled,checked,evidence
flow-portfolio,artist,/artist-profile?view=Portfolio,Profile,Profile,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-portfolio,artist,/artist-profile?view=Portfolio,Profile,Portfolio,tab,,False,,Rendered with isolated fixtures; not an individual click pass
flow-portfolio,artist,/artist-profile?view=Portfolio,Profile,Business settings & payouts,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
flow-portfolio,artist,/artist-profile?view=Portfolio,Profile,Preview booking page,A,/book/ella-morgan,False,,Rendered with isolated fixtures; not an individual click pass
flow-portfolio,artist,/artist-profile?view=Portfolio,Profile,Share your booking link,A,/settings?section=booking-link,False,,Rendered with isolated fixtures; not an individual click pass
flow-portfolio,artist,/artist-profile?view=Portfolio,Profile,Photo & personal details,A,/settings?section=profile,False,,Rendered with isolated fixtures; not an individual click pass
flow-portfolio,artist,/artist-profile?view=Portfolio,Portfolio,Add photo,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-portfolio,artist,/artist-profile?view=Portfolio,Portfolio,Instagram import,A,/settings?section=instagram,False,,Rendered with isolated fixtures; not an individual click pass
flow-portfolio,artist,/artist-profile?view=Portfolio,Portfolio,View Botanical study,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-portfolio,artist,/artist-profile?view=Portfolio,Portfolio,Select Botanical study,INPUT,,False,False,Rendered with isolated fixtures; not an individual click pass
flow-portfolio,artist,/artist-profile?view=Portfolio,Profile,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-portfolio,artist,/artist-profile?view=Portfolio,Profile,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
flow-portfolio,artist,/artist-profile?view=Portfolio,Profile,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
flow-portfolio,artist,/artist-profile?view=Portfolio,Profile,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
flow-import-mapping,artist,/settings?section=data-import,Import your data,Back,A,/settings,False,,Rendered with isolated fixtures; not an individual click pass
flow-import-mapping,artist,/settings?section=data-import,Import your data,Your business,A,/business,False,,Rendered with isolated fixtures; not an individual click pass
flow-import-mapping,artist,/settings?section=data-import,Choose your file,What are you importing?,SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
flow-import-mapping,artist,/settings?section=data-import,Match your columns,Map Client name,SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
flow-import-mapping,artist,/settings?section=data-import,Match your columns,Map Email,SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
flow-import-mapping,artist,/settings?section=data-import,Match your columns,Map Phone,SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
flow-import-mapping,artist,/settings?section=data-import,Match your columns,Review matches & duplicates,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-import-mapping,artist,/settings?section=data-import,Connect an external calendar,Save calendar link,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
flow-import-mapping,artist,/settings?section=data-import,Import your data,Today,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-import-mapping,artist,/settings?section=data-import,Import your data,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
flow-import-mapping,artist,/settings?section=data-import,Import your data,Calendar,A,/calendar,False,,Rendered with isolated fixtures; not an individual click pass
flow-import-mapping,artist,/settings?section=data-import,Import your data,Profile,A,/artist-profile,False,,Rendered with isolated fixtures; not an individual click pass
flow-portfolio-view,artist,/artist-profile?view=Portfolio,Your work,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-shop-cart,public,/shop/ella-morgan,Your cart,Decrease Botanical art print,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-shop-cart,public,/shop/ella-morgan,Your cart,Increase Botanical art print,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-shop-cart,public,/shop/ella-morgan,Your cart,Remove,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-shop-cart,public,/shop/ella-morgan,Your cart,Delivery method,SELECT,,False,,Rendered with isolated fixtures; not an individual click pass
flow-shop-cart,public,/shop/ella-morgan,Your cart,Continue to payment,BUTTON,,True,,Rendered with isolated fixtures; not an individual click pass
flow-shop-cart,public,/shop/ella-morgan,Your cart,Close,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-balance-confirming,public,/balance/101?status=success,Confirming your payment,tattoi,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-balance-confirming,public,/balance/101?status=success,Confirming your payment,Sign in,A,/login,False,,Rendered with isolated fixtures; not an individual click pass
flow-balance-confirming,public,/balance/101?status=success,Confirming your payment,Check confirmation,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-balance-confirming,public,/balance/101?status=success,Confirming your payment,Open my bookings,A,/bookings,False,,Rendered with isolated fixtures; not an individual click pass
flow-payment-confirming,public,/deposit/preview?status=success,Confirming your payment,tattoi,A,/dashboard,False,,Rendered with isolated fixtures; not an individual click pass
flow-payment-confirming,public,/deposit/preview?status=success,Confirming your payment,Sign in,A,/login,False,,Rendered with isolated fixtures; not an individual click pass
flow-payment-confirming,public,/deposit/preview?status=success,Confirming your payment,Check confirmation,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-payment-confirming,public,/deposit/preview?status=success,Confirming your payment,Open my bookings,A,/bookings,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Your profile,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Discover artists,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Your artists and bookings,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,View Ella Morgan's portfolio,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Chat with Ella Morgan,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Add to favourites,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,"See Artist Map

0 artists near Brisbane",BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,All Artists,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Near Me,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Popular,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,All,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Realism,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Portrait,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Black & Grey,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Colour,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Tāmoko,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Traditional,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Neo-Trad,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Geometric,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Watercolour,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Fine Line,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Blackwork,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Japanese,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Discover,A,/discover,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,"2
Messages",A,/conversations,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Bookings,A,/bookings,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-home,client,/discover,,Profile,A,/profile,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-focus,client,/discover,,Your profile,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-focus,client,/discover,,Discover artists,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-focus,client,/discover,,Your artists and bookings,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-focus,client,/discover,,View artwork by Ella Morgan,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
flow-discovery-focus,client,/discover,,View artist,BUTTON,,False,,Rendered with isolated fixtures; not an individual click pass
